mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59968.32036,4.264,3.559,10.113,3.86694,18.96,0.117,o
59968.33045,4.264,3.56,10.114,3.86694,18.933,0.115,o
59968.81495,4.265,3.566,10.187,3.86136,19.211,0.109,c
59968.82444,4.265,3.566,10.188,3.8595,19.596,0.151,c
59968.85826,4.265,3.566,10.193,3.8595,19.612,0.158,c
59971.05985,4.268,3.594,10.513,3.82974,19.048,0.146,o
59971.06346,4.268,3.594,10.513,3.82974,19.211,0.169,o
59971.08018,4.268,3.594,10.516,3.82974,18.987,0.138,o
59984.81315,4.284,3.784,12.116,3.63816,19.118,0.167,o
59984.81631,4.284,3.784,12.117,3.63816,19.235,0.193,o
59984.82363,4.284,3.784,12.117,3.63816,19.223,0.197,o
59984.83354,4.284,3.784,12.118,3.63816,18.932,0.158,o
59985.02677,4.285,3.787,12.136,3.63444,19.245,0.161,o
59985.03771,4.285,3.787,12.137,3.63444,19.207,0.156,o
59985.05051,4.285,3.787,12.138,3.63444,19.117,0.146,o
59985.05681,4.285,3.787,12.139,3.63444,19.14,0.152,o
59985.10875,4.285,3.788,12.143,3.63444,18.751,0.167,o
59985.14419,4.285,3.789,12.146,3.63258,18.824,0.218,o
59986.05657,4.286,3.802,12.227,3.61956,20.124,0.303,c
59986.06018,4.286,3.802,12.228,3.61956,19.442,0.166,c
59986.07054,4.286,3.802,12.228,3.61956,19.78,0.228,c
59986.08007,4.286,3.803,12.229,3.61956,19.781,0.267,c
59987.7932,4.288,3.828,12.372,3.59538,19.018,0.125,o
59987.79635,4.288,3.828,12.373,3.59538,19.714,0.23,o
59987.80626,4.288,3.829,12.374,3.59538,18.928,0.116,o
59987.81258,4.288,3.829,12.374,3.59538,19.085,0.133,o
59988.7762,4.289,3.843,12.45,3.58236,19.334,0.169,o
59988.77935,4.289,3.843,12.45,3.58236,19.103,0.136,o
59988.78476,4.289,3.843,12.45,3.5805,19.051,0.131,o
59988.79499,4.289,3.844,12.451,3.5805,19.203,0.152,o
59989.04953,4.29,3.847,12.471,3.57678,19.421,0.153,c
59989.05539,4.29,3.847,12.471,3.57678,19.667,0.191,c
59989.07664,4.29,3.848,12.473,3.57678,19.528,0.173,c
59990.01816,4.291,3.862,12.542,3.56376,19.724,0.192,c
59990.02132,4.291,3.862,12.543,3.56376,19.798,0.205,c
59990.02814,4.291,3.862,12.543,3.56376,19.993,0.241,c
59990.0418,4.291,3.863,12.544,3.56376,19.361,0.14,c
59994.01388,4.296,3.924,12.802,3.50796,19.988,0.247,c
59994.01704,4.296,3.924,12.802,3.50796,19.387,0.144,c
59994.02335,4.296,3.924,12.803,3.50796,19.313,0.135,c
59994.03331,4.296,3.924,12.803,3.50796,19.621,0.179,c
59996.79419,4.3,3.968,12.949,3.4689,19.379,0.144,o
59996.7978,4.3,3.968,12.949,3.4689,19.111,0.115,o
59996.80425,4.3,3.968,12.949,3.4689,19.339,0.141,o
59996.82003,4.3,3.968,12.95,3.4689,19.427,0.158,o
59998.01128,4.301,3.987,13.004,3.45216,19.531,0.165,c
59998.02166,4.301,3.988,13.005,3.45216,19.495,0.161,c
59999.75686,4.304,4.015,13.074,3.42798,19.431,0.186,o
60000.24122,4.304,4.023,13.092,3.42054,19.672,0.229,o
60000.24453,4.304,4.023,13.092,3.42054,19.265,0.161,o
60000.24968,4.304,4.023,13.092,3.42054,20.01,0.323,o
60000.26175,4.304,4.023,13.093,3.42054,19.142,0.17,o
60000.7425,4.305,4.031,13.11,3.41496,19.274,0.28,o
60000.74612,4.305,4.031,13.11,3.41496,19.658,0.321,o
60000.75156,4.305,4.031,13.11,3.41496,19.288,0.196,o
60000.7638,4.305,4.032,13.11,3.41496,19.461,0.216,o
60001.02822,4.305,4.036,13.119,3.41124,19.799,0.334,o
60001.04235,4.305,4.036,13.12,3.41124,19.388,0.224,o
60002.00456,4.306,4.052,13.15,3.39822,18.805,0.183,o
60002.01901,4.306,4.052,13.15,3.39636,19.315,0.287,o
60005.025,4.31,4.101,13.224,3.3573,19.417,0.409,o
60009.23004,4.316,4.169,13.277,3.3015,19.269,0.218,o
60009.23275,4.316,4.169,13.277,3.3015,19.211,0.208,o
60009.25454,4.316,4.17,13.277,3.3015,19.571,0.294,o
60010.04053,4.317,4.182,13.28,3.29034,19.004,0.292,o
60012.79089,4.321,4.228,13.278,3.25686,19.364,0.288,o
60012.99345,4.321,4.231,13.277,3.25314,19.559,0.252,o
60012.9966,4.321,4.231,13.277,3.25314,19.643,0.271,o
60013.00291,4.321,4.231,13.277,3.25314,19.332,0.223,o
60014.03854,4.323,4.248,13.269,3.24012,19.508,0.308,o
60015.72662,4.325,4.276,13.25,3.21966,19.845,0.29,c
60015.73474,4.325,4.276,13.25,3.21966,19.613,0.174,c
60015.74661,4.325,4.276,13.249,3.21966,20.021,0.24,c
60016.7231,4.326,4.292,13.234,3.20664,19.549,0.257,c
60016.73394,4.326,4.292,13.234,3.20664,19.814,0.195,c
60016.74796,4.326,4.292,13.234,3.20664,20.045,0.23,c
60017.99283,4.328,4.313,13.211,3.19176,19.295,0.19,o
60020.73689,4.332,4.358,13.144,3.15828,20.29,0.293,c
60024.22614,4.337,4.415,13.029,3.11736,19.403,0.164,o
60024.24291,4.337,4.415,13.028,3.11736,19.437,0.296,o
60024.97929,4.338,4.427,12.999,3.10992,19.344,0.21,o
60024.98209,4.338,4.427,12.999,3.10992,19.77,0.295,o
60026.30181,4.34,4.448,12.945,3.09504,20.031,0.311,o
60026.30704,4.34,4.448,12.944,3.09504,19.631,0.219,o
60034.72634,4.352,4.583,12.493,3.0039,19.664,0.335,o
60037.7283,4.356,4.63,12.293,2.97414,19.357,0.308,o
60043.99487,4.365,4.725,11.813,2.91276,19.512,0.297,o
60049.2158,4.373,4.802,11.354,2.86626,20.11,0.288,c
60055.21568,4.382,4.888,10.767,2.81604,20.147,0.324,c
