mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59376.31068,3.551,3.024,15.214,4.55142,16.762,0.018,c
59376.31631,3.551,3.024,15.214,4.55142,16.757,0.018,c
59376.32645,3.551,3.024,15.216,4.55142,16.779,0.019,c
59378.33659,3.547,3.046,15.446,4.51794,16.4,0.019,o
59378.33979,3.547,3.046,15.446,4.51794,16.415,0.019,o
59378.34529,3.547,3.046,15.447,4.51794,16.427,0.019,o
59378.35585,3.547,3.046,15.448,4.51794,16.487,0.02,o
59380.26982,3.543,3.068,15.651,4.48632,16.818,0.022,c
59380.27397,3.543,3.068,15.651,4.48632,16.827,0.025,c
59380.28042,3.543,3.068,15.652,4.48632,16.83,0.022,c
59380.29197,3.543,3.068,15.653,4.48632,16.824,0.03,c
59382.26966,3.538,3.09,15.846,4.4547,16.498,0.021,o
59382.27286,3.538,3.09,15.846,4.4547,16.51,0.021,o
59382.27974,3.538,3.09,15.847,4.4547,16.472,0.021,o
59382.29223,3.538,3.091,15.848,4.45284,16.491,0.021,o
59386.30913,3.53,3.137,16.188,4.38774,16.388,0.107,o
59386.31233,3.53,3.137,16.188,4.38774,16.687,0.082,o
59386.35128,3.53,3.137,16.191,4.38774,16.489,0.039,o
59388.26561,3.526,3.16,16.329,4.35612,16.403,0.041,o
59388.26978,3.526,3.16,16.33,4.35612,16.452,0.031,o
59388.27531,3.526,3.16,16.33,4.35612,16.411,0.028,o
59388.28638,3.525,3.16,16.331,4.35612,16.441,0.026,o
59389.33425,3.523,3.172,16.4,4.33938,16.465,0.034,o
59389.33974,3.523,3.172,16.4,4.33938,16.482,0.036,o
59389.34297,3.523,3.172,16.401,4.33938,16.461,0.038,o
59389.35311,3.523,3.172,16.401,4.33938,16.436,0.042,o
59390.26212,3.521,3.183,16.458,4.3245,16.471,0.043,o
59390.26631,3.521,3.183,16.458,4.3245,16.471,0.041,o
59390.27188,3.521,3.183,16.458,4.3245,16.463,0.04,o
59390.28209,3.521,3.183,16.459,4.3245,16.532,0.041,o
59391.27477,3.519,3.195,16.516,4.30776,16.489,0.022,o
59391.27892,3.519,3.195,16.517,4.30776,16.506,0.022,o
59391.28445,3.519,3.195,16.517,4.30776,16.469,0.023,o
59391.29597,3.519,3.195,16.518,4.30776,16.458,0.023,o
59392.29787,3.517,3.207,16.572,4.29102,16.459,0.021,o
59392.3011,3.517,3.207,16.572,4.29102,16.449,0.021,o
59392.30386,3.517,3.207,16.572,4.29102,16.525,0.022,o
59392.30755,3.517,3.207,16.572,4.29102,16.443,0.022,o
59392.30801,3.517,3.207,16.572,4.29102,16.476,0.022,o
59392.31355,3.517,3.207,16.573,4.29102,16.482,0.022,o
59392.31769,3.517,3.207,16.573,4.29102,16.499,0.024,o
59394.3333,3.513,3.232,16.67,4.2594,17.001,0.023,c
59394.33749,3.513,3.232,16.67,4.2594,17.009,0.023,c
59394.34532,3.513,3.232,16.671,4.2594,17.003,0.023,c
59394.36102,3.513,3.232,16.671,4.2594,17.014,0.028,c
59396.29469,3.508,3.255,16.749,4.22964,16.517,0.018,o
59396.29746,3.508,3.255,16.75,4.22778,16.511,0.018,o
59396.30301,3.508,3.255,16.75,4.22778,16.526,0.019,o
59396.31499,3.508,3.255,16.75,4.22778,16.555,0.019,o
59400.26021,3.5,3.303,16.866,4.16826,16.498,0.018,o
59400.26573,3.5,3.303,16.866,4.16826,16.508,0.018,o
59400.26896,3.5,3.303,16.866,4.16826,16.53,0.019,o
59400.28004,3.5,3.303,16.866,4.1664,16.53,0.019,o
59402.27663,3.496,3.327,16.903,4.13664,17.119,0.024,c
59402.27849,3.496,3.327,16.903,4.13664,17.063,0.023,c
59402.27986,3.496,3.327,16.903,4.13664,17.174,0.024,c
59402.28216,3.496,3.327,16.903,4.13664,17.072,0.023,c
59402.28628,3.496,3.327,16.903,4.13664,17.113,0.024,c
59402.28766,3.496,3.327,16.903,4.13664,17.058,0.022,c
59402.29729,3.496,3.327,16.903,4.13664,17.125,0.024,c
59402.29866,3.496,3.327,16.903,4.13664,17.041,0.023,c
59404.23713,3.492,3.351,16.925,4.10688,16.54,0.019,o
59404.24081,3.492,3.351,16.925,4.10688,16.549,0.019,o
59404.24637,3.492,3.351,16.925,4.10688,16.563,0.019,o
59404.25703,3.492,3.351,16.925,4.10688,16.538,0.019,o
59406.23556,3.488,3.375,16.933,4.07898,17.202,0.038,c
59406.23878,3.488,3.375,16.933,4.07898,17.144,0.034,c
59406.24614,3.488,3.375,16.933,4.07898,17.175,0.042,c
59406.25627,3.488,3.375,16.933,4.07712,17.133,0.024,c
59408.23126,3.483,3.399,16.928,4.04922,16.571,0.026,o
59408.24232,3.483,3.399,16.928,4.04922,16.597,0.081,o
59408.25708,3.483,3.399,16.928,4.04922,16.635,0.02,o
59414.23074,3.471,3.471,16.833,3.96552,16.706,0.042,o
59414.23397,3.471,3.471,16.833,3.96552,16.655,0.033,o
59414.23947,3.471,3.471,16.833,3.96552,16.711,0.031,o
59414.25009,3.471,3.471,16.833,3.96552,16.623,0.029,o
59418.25734,3.463,3.519,16.707,3.91158,16.838,0.039,o
59418.26054,3.463,3.519,16.707,3.91158,16.843,0.039,o
59418.26741,3.463,3.519,16.706,3.91158,16.862,0.04,o
59418.27749,3.463,3.519,16.706,3.91158,16.711,0.037,o
59424.23867,3.45,3.589,16.433,3.83532,17.208,0.025,c
59424.24235,3.45,3.589,16.432,3.83532,17.219,0.025,c
59424.24836,3.45,3.589,16.432,3.83532,17.253,0.025,c
59424.25897,3.45,3.589,16.431,3.83532,17.105,0.023,c
59426.23472,3.446,3.612,16.319,3.81114,16.702,0.025,o
59426.2398,3.446,3.612,16.319,3.81114,16.701,0.023,o
59426.24346,3.446,3.612,16.319,3.81114,16.639,0.022,o
59426.25491,3.446,3.612,16.318,3.81114,16.703,0.024,o
59428.23034,3.442,3.634,16.195,3.78696,17.201,0.028,c
59428.23448,3.442,3.634,16.195,3.78696,17.208,0.026,c
59428.24001,3.442,3.635,16.194,3.78696,17.286,0.027,c
59428.25153,3.442,3.635,16.194,3.78696,17.26,0.028,c
59432.22006,3.434,3.679,15.917,3.74046,17.223,0.05,c
59432.22329,3.434,3.679,15.916,3.74046,17.153,0.036,c
59432.22881,3.434,3.679,15.916,3.74046,17.174,0.028,c
59432.23895,3.434,3.679,15.915,3.74046,17.222,0.026,c
59442.21853,3.414,3.786,15.052,3.6363,16.774,0.049,o
59442.22173,3.414,3.786,15.051,3.6363,16.729,0.035,o
59442.22905,3.414,3.786,15.051,3.6363,16.707,0.029,o
59442.23913,3.414,3.786,15.05,3.63444,16.783,0.031,o
59448.21265,3.402,3.846,14.43,3.57864,16.685,0.051,o
59448.21587,3.402,3.846,14.43,3.57864,16.678,0.039,o
59448.22324,3.402,3.846,14.429,3.57864,16.655,0.034,o
59448.23384,3.402,3.847,14.428,3.57864,16.63,0.035,o
59616.09456,3.131,3.64,14.365,3.78138,16.925,0.055,c
59616.09806,3.13,3.64,14.366,3.78138,16.87,0.05,c
59627.08276,3.118,3.502,15.838,3.93018,16.463,0.078,o
59627.08555,3.118,3.502,15.838,3.93018,16.463,0.079,o
59627.09197,3.118,3.502,15.839,3.93018,16.485,0.085,o
59627.11164,3.118,3.501,15.842,3.93018,16.367,0.073,o
59637.35363,3.107,3.365,17.01,4.09014,16.316,0.088,o
59637.361,3.107,3.365,17.01,4.09014,16.31,0.09,o
59637.3637,3.107,3.365,17.011,4.09014,16.361,0.088,o
59637.37292,3.107,3.364,17.012,4.092,16.321,0.086,o
59640.08959,3.105,3.327,17.283,4.13664,16.401,0.066,o
59640.09587,3.105,3.327,17.284,4.13664,16.42,0.066,o
59645.3822,3.1,3.253,17.762,4.2315,16.598,0.061,c
59645.38954,3.099,3.253,17.762,4.2315,16.432,0.054,c
59645.39044,3.099,3.253,17.762,4.2315,16.844,0.064,c
59645.39321,3.099,3.253,17.762,4.2315,16.67,0.072,c
59651.08118,3.094,3.173,18.196,4.33938,16.295,0.063,o
59653.34685,3.092,3.14,18.343,4.38402,16.1,0.055,o
59653.35163,3.092,3.14,18.344,4.38402,16.197,0.057,o
59653.37065,3.092,3.14,18.345,4.38402,16.05,0.056,o
59653.38107,3.092,3.14,18.346,4.38402,16.083,0.055,o
59654.36519,3.091,3.126,18.405,4.40448,16.092,0.056,o
59654.3755,3.091,3.125,18.406,4.40448,16.03,0.055,o
59654.38911,3.091,3.125,18.406,4.40448,16.002,0.054,o
59656.06768,3.09,3.101,18.501,4.43796,16.11,0.063,o
59656.07095,3.09,3.101,18.502,4.43796,16.125,0.066,o
59656.07658,3.09,3.101,18.502,4.43796,16.169,0.064,o
59656.08722,3.09,3.101,18.502,4.43982,16.118,0.061,o
59658.33401,3.088,3.069,18.616,4.48632,15.933,0.045,o
59658.33754,3.088,3.069,18.616,4.48632,15.936,0.045,o
59658.34283,3.088,3.068,18.616,4.48632,15.971,0.045,o
59658.35396,3.088,3.068,18.617,4.48632,15.985,0.044,o
59661.33489,3.085,3.025,18.744,4.54956,15.941,0.043,o
59661.34225,3.085,3.025,18.744,4.54956,15.925,0.044,o
59661.34452,3.085,3.025,18.744,4.54956,15.972,0.044,o
59661.35179,3.085,3.025,18.744,4.54956,15.901,0.044,o
59665.37129,3.082,2.967,18.869,4.63884,15.888,0.03,o
59665.38539,3.082,2.967,18.869,4.63884,15.878,0.029,o
59665.39068,3.082,2.967,18.869,4.63884,15.886,0.03,o
59665.39759,3.082,2.967,18.87,4.63884,15.857,0.033,o
59667.05617,3.08,2.943,18.905,4.6779,16.356,0.036,c
59667.06123,3.08,2.943,18.905,4.6779,16.368,0.042,c
59667.06442,3.08,2.943,18.905,4.6779,16.363,0.044,c
59667.07886,3.08,2.942,18.905,4.6779,16.351,0.087,c
59669.35993,3.079,2.909,18.938,4.73184,15.843,0.031,o
59669.36737,3.079,2.909,18.938,4.73184,15.833,0.03,o
59669.37118,3.079,2.909,18.938,4.73184,15.827,0.03,o
59669.3829,3.079,2.909,18.938,4.73184,15.854,0.03,o
59673.37332,3.076,2.852,18.948,4.8267,15.734,0.028,o
59673.39385,3.076,2.851,18.948,4.8267,15.764,0.029,o
59673.3966,3.076,2.851,18.948,4.8267,15.775,0.029,o
59673.39941,3.076,2.851,18.948,4.8267,15.74,0.031,o
59677.35255,3.073,2.795,18.897,4.92528,15.71,0.028,o
59677.36277,3.073,2.795,18.897,4.92528,15.666,0.027,o
59677.37583,3.073,2.795,18.897,4.92528,15.706,0.027,o
59677.37906,3.073,2.795,18.897,4.92528,15.69,0.027,o
59680.06936,3.071,2.756,18.826,4.9941,15.668,0.04,o
59680.07225,3.071,2.756,18.826,4.9941,15.666,0.042,o
59680.09056,3.071,2.756,18.825,4.9941,15.71,0.042,o
59680.09861,3.071,2.756,18.825,4.9941,15.679,0.041,o
59685.30749,3.067,2.683,18.602,5.12988,15.577,0.021,o
59687.13697,3.066,2.658,18.496,5.17824,15.522,0.035,o
59687.13981,3.066,2.658,18.496,5.17824,15.517,0.044,o
59688.00255,3.065,2.646,18.441,5.20242,15.487,0.033,o
59688.00536,3.065,2.646,18.44,5.20242,15.5,0.033,o
59688.01084,3.065,2.646,18.44,5.20242,15.515,0.036,o
59688.02231,3.065,2.646,18.439,5.20242,15.526,0.033,o
59693.35566,3.062,2.574,18.022,5.3475,15.392,0.018,o
59693.3586,3.062,2.574,18.022,5.34936,15.379,0.018,o
59693.36441,3.062,2.573,18.021,5.34936,15.379,0.018,o
59693.37717,3.062,2.573,18.02,5.34936,15.4,0.018,o
59694.35572,3.061,2.56,17.929,5.3754,15.411,0.018,o
59694.35769,3.061,2.56,17.929,5.3754,15.383,0.018,o
59694.36373,3.061,2.56,17.928,5.37726,15.364,0.018,o
59694.37493,3.061,2.56,17.927,5.37726,15.391,0.018,o
59697.34291,3.06,2.521,17.622,5.4591,15.382,0.019,o
59697.3465,3.06,2.521,17.622,5.4591,15.355,0.018,o
59697.35395,3.06,2.521,17.621,5.4591,15.35,0.018,o
59697.36346,3.06,2.521,17.62,5.46096,15.366,0.018,o
59698.32219,3.059,2.508,17.512,5.487,15.338,0.018,o
59698.32483,3.059,2.508,17.511,5.487,15.327,0.018,o
59698.33126,3.059,2.508,17.511,5.487,15.34,0.018,o
59698.34684,3.059,2.508,17.509,5.48886,15.355,0.018,o
59700.10448,3.058,2.486,17.299,5.53722,15.342,0.026,o
59700.10904,3.058,2.486,17.298,5.53722,15.32,0.025,o
59700.11662,3.058,2.486,17.297,5.53722,15.331,0.026,o
59700.15226,3.058,2.485,17.293,5.53908,15.294,0.031,o
59701.27022,3.058,2.471,17.151,5.5707,15.212,0.017,o
59702.32858,3.057,2.458,17.011,5.60046,15.269,0.017,o
59702.33666,3.057,2.458,17.01,5.60046,15.259,0.017,o
59702.34584,3.057,2.457,17.009,5.60046,15.265,0.017,o
59702.35005,3.057,2.457,17.008,5.60046,15.265,0.017,o
59705.34954,3.055,2.421,16.58,5.68602,15.245,0.05,o
59705.36843,3.055,2.42,16.577,5.68788,15.232,0.028,o
59706.32495,3.055,2.409,16.431,5.71392,15.161,0.016,o
59706.32787,3.055,2.409,16.43,5.71392,15.175,0.016,o
59706.33514,3.055,2.409,16.429,5.71392,15.161,0.016,o
59706.34638,3.055,2.409,16.427,5.71578,15.196,0.016,o
59709.30597,3.054,2.374,15.944,5.79948,15.129,0.023,o
59709.30857,3.054,2.374,15.944,5.79948,15.119,0.022,o
59709.31213,3.054,2.374,15.943,5.79948,15.138,0.024,o
59709.32052,3.054,2.373,15.942,5.79948,15.147,0.023,o
59710.34997,3.053,2.362,15.763,5.82924,15.127,0.023,o
59710.35389,3.053,2.362,15.763,5.82924,15.134,0.023,o
59710.359,3.053,2.361,15.762,5.82924,15.115,0.023,o
59710.37002,3.053,2.361,15.76,5.82924,15.134,0.022,o
59714.20372,3.051,2.318,15.047,5.93712,15.059,0.026,o
59714.20871,3.051,2.318,15.046,5.93712,15.084,0.026,o
59714.2119,3.051,2.318,15.045,5.93712,15.058,0.024,o
59714.22144,3.051,2.318,15.043,5.93712,15.032,0.023,o
59724.08254,3.047,2.219,12.865,6.2031,14.905,0.032,o
59724.08575,3.047,2.219,12.865,6.2031,14.905,0.031,o
59724.09192,3.047,2.219,12.863,6.20496,14.913,0.032,o
59724.12691,3.047,2.218,12.855,6.20496,14.939,0.029,o
59725.27358,3.047,2.208,12.57,6.23472,14.84,0.025,o
59725.27871,3.047,2.208,12.569,6.23472,14.848,0.026,o
59725.28793,3.047,2.208,12.566,6.23472,14.838,0.026,o
59725.29326,3.047,2.208,12.565,6.23472,14.855,0.025,o
59726.31319,3.047,2.199,12.307,6.26076,14.782,0.027,o
59726.31606,3.047,2.199,12.306,6.26076,14.802,0.027,o
59726.32307,3.047,2.199,12.304,6.26076,14.789,0.027,o
59726.33381,3.047,2.198,12.301,6.26076,14.806,0.026,o
59727.00685,3.046,2.193,12.128,6.2775,14.849,0.021,o
59727.00927,3.046,2.193,12.127,6.2775,14.839,0.022,o
59727.01201,3.046,2.192,12.127,6.2775,14.844,0.022,o
59727.02087,3.046,2.192,12.124,6.2775,14.845,0.021,o
59731.0024,3.045,2.16,11.058,6.37422,14.766,0.019,o
59731.00669,3.045,2.159,11.057,6.37422,14.776,0.019,o
59731.01126,3.045,2.159,11.056,6.37422,14.786,0.02,o
59731.02161,3.045,2.159,11.053,6.37422,14.806,0.019,o
59735.03781,3.044,2.13,9.913,6.4635,14.722,0.09,o
59735.98695,3.044,2.123,9.635,6.48396,14.69,0.023,o
59735.99155,3.044,2.123,9.633,6.48396,14.692,0.023,o
59735.99579,3.044,2.123,9.632,6.48396,14.724,0.017,o
59735.99715,3.044,2.123,9.632,6.48396,14.698,0.023,o
59736.00039,3.044,2.123,9.631,6.48396,14.673,0.016,o
59736.00683,3.044,2.123,9.629,6.48396,14.687,0.016,o
59736.00729,3.044,2.123,9.629,6.48396,14.701,0.023,o
59737.28562,3.043,2.114,9.25,6.51,14.601,0.038,o
59741.19477,3.043,2.091,8.065,6.58254,14.51,0.032,o
59741.19797,3.043,2.091,8.064,6.58254,14.524,0.032,o
59741.20302,3.043,2.091,8.063,6.58254,14.517,0.031,o
59741.208,3.043,2.091,8.061,6.58254,14.52,0.031,o
59742.21286,3.042,2.086,7.752,6.59928,14.511,0.032,o
59742.21611,3.042,2.086,7.751,6.59928,14.49,0.032,o
59742.22339,3.042,2.085,7.749,6.60114,14.498,0.031,o
59742.23404,3.042,2.085,7.745,6.60114,14.494,0.031,o
59749.2318,3.041,2.054,5.587,6.69972,14.332,0.071,o
59749.23579,3.041,2.054,5.586,6.69972,14.261,0.067,o
59749.24384,3.041,2.054,5.584,6.69972,14.292,0.069,o
59749.2543,3.041,2.054,5.581,6.69972,14.359,0.038,o
59766.2492,3.04,2.033,3.24,6.77226,14.175,0.028,o
59766.25304,3.04,2.033,3.24,6.77226,14.185,0.027,o
59766.95846,3.04,2.033,3.364,6.76854,14.25,0.026,o
59766.96125,3.04,2.033,3.365,6.76854,14.252,0.03,o
59766.96713,3.04,2.033,3.366,6.76854,14.248,0.026,o
59766.97784,3.04,2.033,3.368,6.76854,14.254,0.025,o
59767.91686,3.04,2.035,3.556,6.76482,14.249,0.027,o
59767.92542,3.04,2.035,3.557,6.76482,14.256,0.031,o
59767.93596,3.04,2.035,3.56,6.76482,14.249,0.031,o
59769.17811,3.04,2.037,3.841,6.75738,14.122,0.054,o
59769.18326,3.04,2.037,3.843,6.75738,14.186,0.055,o
59769.18783,3.04,2.037,3.844,6.75738,14.147,0.053,o
59769.20171,3.04,2.037,3.847,6.75738,14.145,0.053,o
59775.9453,3.04,2.055,5.74,6.69786,14.302,0.031,o
59775.9489,3.04,2.055,5.741,6.69786,14.323,0.03,o
59775.95391,3.04,2.055,5.742,6.69786,14.316,0.036,o
59781.13677,3.04,2.077,7.342,6.62904,14.349,0.053,o
59786.12193,3.041,2.104,8.87,6.54348,14.426,0.038,o
59786.12554,3.041,2.104,8.871,6.54348,14.41,0.039,o
59786.13154,3.041,2.104,8.873,6.54348,14.434,0.041,o
59786.14264,3.041,2.104,8.876,6.54348,14.438,0.041,o
59789.12155,3.041,2.123,9.762,6.48396,14.861,0.03,c
59789.12451,3.041,2.123,9.763,6.48396,14.856,0.025,c
59789.13015,3.041,2.123,9.765,6.48396,14.86,0.027,c
59789.14154,3.041,2.123,9.768,6.48396,14.865,0.029,c
59790.91179,3.042,2.135,10.281,6.44676,15.015,0.039,c
59790.9159,3.042,2.135,10.282,6.44676,14.985,0.04,c
59790.92246,3.042,2.135,10.284,6.44676,14.989,0.04,c
59790.93566,3.042,2.135,10.288,6.44676,14.991,0.038,c
59791.85048,3.042,2.142,10.548,6.4263,14.998,0.038,c
59791.85418,3.042,2.142,10.549,6.4263,15.002,0.031,c
59791.86151,3.042,2.142,10.551,6.4263,15.004,0.038,c
59791.8723,3.042,2.142,10.554,6.4263,15.008,0.038,c
59793.13552,3.042,2.152,10.909,6.39654,15.001,0.029,c
59793.13867,3.042,2.152,10.91,6.39654,14.997,0.03,c
59793.14423,3.042,2.152,10.911,6.39654,14.985,0.029,c
59793.15565,3.042,2.152,10.915,6.39654,14.992,0.028,c
59795.88736,3.043,2.173,11.659,6.3333,14.676,0.045,o
59795.89052,3.043,2.173,11.66,6.3333,14.678,0.044,o
59795.89748,3.043,2.173,11.662,6.3333,14.694,0.044,o
59795.909,3.043,2.173,11.665,6.3333,14.685,0.043,o
59797.03566,3.043,2.183,11.962,6.3054,14.683,0.024,o
59797.03701,3.043,2.183,11.962,6.3054,14.698,0.026,o
59797.04026,3.043,2.183,11.963,6.3054,14.674,0.024,o
59797.04524,3.043,2.183,11.965,6.3054,14.691,0.024,o
59797.08026,3.043,2.183,11.974,6.3054,14.714,0.059,o
59797.08296,3.043,2.183,11.974,6.3054,14.706,0.059,o
59797.11048,3.043,2.183,11.982,6.30354,14.696,0.06,o
59797.1166,3.043,2.183,11.983,6.30354,14.69,0.058,o
59805.08662,3.045,2.256,13.918,6.1008,14.764,0.024,o
59805.08978,3.045,2.256,13.918,6.1008,14.779,0.024,o
59805.09779,3.045,2.256,13.92,6.1008,14.771,0.023,o
59805.10788,3.045,2.257,13.923,6.1008,14.759,0.024,o
59806.13413,3.046,2.267,14.149,6.0729,14.933,0.039,o
59806.14236,3.046,2.267,14.151,6.0729,14.842,0.024,o
59806.14372,3.046,2.267,14.151,6.0729,14.924,0.039,o
59806.14507,3.046,2.267,14.152,6.0729,14.834,0.024,o
59806.15237,3.046,2.267,14.153,6.07104,14.847,0.024,o
59806.16335,3.046,2.267,14.156,6.07104,14.848,0.025,o
59806.88414,3.046,2.274,14.312,6.05244,14.906,0.041,o
59806.88736,3.046,2.274,14.312,6.05244,14.905,0.047,o
59806.89405,3.046,2.274,14.314,6.05244,14.92,0.041,o
59806.90646,3.046,2.275,14.316,6.05244,14.931,0.042,o
59807.81335,3.046,2.284,14.509,6.0264,14.967,0.053,o
59807.81642,3.046,2.284,14.51,6.0264,14.955,0.053,o
59807.82269,3.046,2.284,14.511,6.0264,14.947,0.052,o
59807.83371,3.046,2.284,14.513,6.0264,14.959,0.052,o
59809.07883,3.047,2.297,14.771,5.99292,15.292,0.051,c
59809.08272,3.047,2.297,14.772,5.99292,15.302,0.052,c
59809.08836,3.047,2.297,14.773,5.99292,15.299,0.051,c
59809.10099,3.047,2.297,14.775,5.99292,15.286,0.052,c
59810.04418,3.047,2.307,14.965,5.96688,15.29,0.054,c
59810.0478,3.047,2.307,14.966,5.96688,15.292,0.055,c
59810.05366,3.047,2.307,14.967,5.96502,15.31,0.054,c
59810.06605,3.047,2.307,14.969,5.96502,15.299,0.054,c
59812.97895,3.048,2.339,15.527,5.88504,15.339,0.037,c
59812.98165,3.048,2.339,15.527,5.88504,15.356,0.036,c
59812.98847,3.048,2.339,15.528,5.88504,15.34,0.035,c
59812.9939,3.048,2.339,15.529,5.88504,15.347,0.035,c
59814.06665,3.048,2.351,15.723,5.85528,15.367,0.057,c
59814.06956,3.048,2.351,15.724,5.85528,15.339,0.054,c
59814.07576,3.048,2.351,15.725,5.85342,15.368,0.054,c
59814.0874,3.048,2.351,15.727,5.85342,15.376,0.054,c
59814.82834,3.049,2.36,15.858,5.83296,15.08,0.052,o
59814.83125,3.049,2.36,15.858,5.83296,15.075,0.051,o
59814.83667,3.049,2.36,15.859,5.83296,15.06,0.051,o
59814.84798,3.049,2.36,15.861,5.83296,15.06,0.051,o
59815.79101,3.049,2.371,16.023,5.80692,15.104,0.058,o
59815.79918,3.049,2.371,16.025,5.80506,15.21,0.101,o
59817.06384,3.05,2.385,16.235,5.76972,15.378,0.039,c
59817.06723,3.05,2.385,16.235,5.76972,15.384,0.039,c
59817.07407,3.05,2.385,16.236,5.76972,15.4,0.039,c
59817.08495,3.05,2.386,16.238,5.76972,15.399,0.035,c
59818.04093,3.05,2.397,16.391,5.74368,15.457,0.046,c
59818.04411,3.05,2.397,16.392,5.74368,15.448,0.035,c
59818.04952,3.05,2.397,16.393,5.74182,15.428,0.035,c
59818.06014,3.05,2.397,16.394,5.74182,15.418,0.034,c
59818.79374,3.05,2.406,16.509,5.72136,15.168,0.05,o
59818.7969,3.05,2.406,16.509,5.72136,15.179,0.051,o
59818.80284,3.05,2.406,16.51,5.72136,15.179,0.051,o
59818.81369,3.05,2.406,16.512,5.72136,15.172,0.051,o
59821.03312,3.051,2.432,16.841,5.65812,15.502,0.035,c
59821.03649,3.051,2.433,16.842,5.65812,15.506,0.039,c
59821.04472,3.051,2.433,16.843,5.65812,15.486,0.036,c
59821.05505,3.051,2.433,16.844,5.65812,15.47,0.036,c
59822.04861,3.052,2.445,16.983,5.63022,15.554,0.037,c
59822.05183,3.052,2.445,16.984,5.63022,15.495,0.037,c
59822.05797,3.052,2.445,16.985,5.63022,15.514,0.037,c
59822.07045,3.052,2.445,16.986,5.63022,15.488,0.037,c
59822.79215,3.052,2.454,17.084,5.60976,15.165,0.056,o
59823.76853,3.052,2.466,17.212,5.58186,15.284,0.057,o
59823.78252,3.052,2.466,17.214,5.58186,15.236,0.06,o
59823.78832,3.052,2.466,17.215,5.58186,15.241,0.06,o
59823.79083,3.052,2.466,17.215,5.58186,15.213,0.043,o
59823.79399,3.052,2.466,17.216,5.58186,15.205,0.042,o
59823.79988,3.052,2.466,17.216,5.58186,15.231,0.041,o
59823.80995,3.052,2.466,17.218,5.58,15.231,0.042,o
59825.05655,3.053,2.482,17.374,5.54652,15.128,0.044,o
59825.05933,3.053,2.482,17.375,5.54652,15.139,0.044,o
59825.06599,3.053,2.482,17.375,5.54466,15.132,0.044,o
59825.07682,3.053,2.482,17.377,5.54466,15.136,0.044,o
59826.02415,3.053,2.494,17.49,5.51862,15.142,0.041,o
59826.0279,3.053,2.494,17.491,5.51862,15.153,0.039,o
59830.79326,3.056,2.555,17.997,5.38656,15.324,0.038,o
59830.79604,3.056,2.555,17.997,5.38656,15.283,0.039,o
59830.80206,3.056,2.555,17.998,5.38656,15.308,0.038,o
59830.81222,3.056,2.556,17.999,5.38656,15.306,0.038,o
59831.78745,3.056,2.568,18.089,5.35866,15.284,0.032,o
59831.79045,3.056,2.568,18.089,5.35866,15.277,0.032,o
59831.7959,3.056,2.568,18.09,5.35866,15.314,0.032,o
59831.80684,3.056,2.569,18.091,5.35866,15.255,0.031,o
59833.0745,3.057,2.585,18.201,5.32332,15.308,0.033,o
59833.07813,3.057,2.585,18.201,5.32332,15.299,0.034,o
59833.08359,3.057,2.585,18.202,5.32332,15.278,0.034,o
59834.01875,3.057,2.598,18.279,5.29914,15.285,0.033,o
59834.0219,3.057,2.598,18.279,5.29914,15.259,0.033,o
59834.02736,3.057,2.598,18.279,5.29914,15.273,0.031,o
59834.03965,3.057,2.598,18.28,5.29728,15.286,0.033,o
59834.76467,3.058,2.608,18.337,5.27868,15.389,0.035,o
59834.7683,3.058,2.608,18.337,5.27868,15.377,0.033,o
59834.77373,3.058,2.608,18.338,5.27868,15.361,0.032,o
59834.78375,3.058,2.608,18.338,5.27868,15.364,0.031,o
59835.77518,3.058,2.621,18.412,5.25078,15.407,0.033,o
59835.77835,3.058,2.621,18.412,5.25078,15.401,0.033,o
59835.78614,3.058,2.621,18.413,5.25078,15.392,0.032,o
59835.79622,3.058,2.621,18.414,5.25078,15.415,0.032,o
59841.02318,3.061,2.692,18.729,5.11314,15.449,0.027,o
59841.02588,3.061,2.692,18.729,5.11314,15.42,0.028,o
59841.03277,3.061,2.692,18.73,5.11314,15.432,0.028,o
59841.04417,3.061,2.693,18.73,5.11128,15.45,0.028,o
59841.9979,3.062,2.706,18.775,5.0871,15.468,0.028,o
59842.00061,3.062,2.706,18.775,5.0871,15.476,0.028,o
59842.00692,3.062,2.706,18.776,5.0871,15.468,0.028,o
59842.01799,3.062,2.706,18.776,5.0871,15.467,0.028,o
59844.99243,3.064,2.747,18.891,5.01084,15.467,0.035,o
59844.99524,3.064,2.747,18.891,5.01084,15.47,0.027,o
59845.00004,3.064,2.747,18.891,5.01084,15.471,0.027,o
59845.0095,3.064,2.747,18.891,5.01084,15.456,0.027,o
59846.028,3.064,2.761,18.922,4.9848,15.501,0.028,o
59846.03163,3.064,2.761,18.922,4.9848,15.488,0.027,o
59846.03713,3.064,2.762,18.923,4.9848,15.479,0.027,o
59846.07237,3.064,2.762,18.924,4.98294,15.498,0.028,o
59849.07156,3.066,2.804,18.99,4.90854,15.564,0.035,o
59849.07657,3.066,2.804,18.99,4.90854,15.569,0.032,o
59849.97958,3.067,2.817,19.003,4.88622,15.675,0.048,o
59849.98281,3.067,2.817,19.003,4.88622,15.594,0.026,o
59849.98642,3.067,2.817,19.003,4.88622,15.674,0.085,o
59852.98506,3.069,2.859,19.023,4.81368,15.618,0.022,o
